list,manufacturer,model,voltage_option,hybrid,ul1741_sb,ul1741_sa,max_continuous_output_kw,nominal_vac
solar,ABB,PVI-3.0-OUTD-S-US-A,208V,N,N,Y,3,208
solar,ABB,PVI-3.0-OUTD-S-US-A,240V,N,N,Y,3,240
solar,ABB,PVI-3.0-OUTD-S-US-A,277V,N,N,Y,3,277
solar,ABB,PVI-3.0-OUTD-S-US-Z-A,208V,N,N,Y,3,208
solar,ABB,PVI-3.0-OUTD-S-US-Z-A,240V,N,N,Y,3,240
solar,ABB,PVI-3.0-OUTD-S-US-Z-A,277V,N,N,Y,3,277
solar,ABB,PVI-3.0-OUTD-S-US-Z-M-A,208V,N,N,Y,3,208
solar,ABB,PVI-3.0-OUTD-S-US-Z-M-A,240V,N,N,Y,3,240
solar,ABB,PVI-3.0-OUTD-S-US-Z-M-A,277V,N,N,Y,3,277
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SB-RA,208V,N,N,Y,3,208
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SB-RA-Q,208V,N,N,Y,3,208
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SE-RA,208V,N,N,Y,3,208
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SZM-RA,208V,N,N,Y,3,208
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SZ-RA,208V,N,N,Y,3,208
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SB-RA,240V,N,N,Y,3.3,240
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SB-RA-Q,240V,N,N,Y,3.3,240
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SE-RA,240V,N,N,Y,3.3,240
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SZM-RA,240V,N,N,Y,3.3,240
solar,ABB,UNO-DM-3.3-TL-PLUS-US-SZ-RA,240V,N,N,Y,3.3,240
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SB-RA,208V,N,N,Y,3.3,208
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SB-RA-Q,208V,N,N,Y,3.3,208
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SE-RA,208V,N,N,Y,3.3,208
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SZM-RA,208V,N,N,Y,3.3,208
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SZ-RA,208V,N,N,Y,3.3,208
solar,ABB,PVI-3.6-OUTD-S-US-A,208V,N,N,Y,3.6,208
solar,ABB,PVI-3.6-OUTD-S-US-A,240V,N,N,Y,3.6,240
solar,ABB,PVI-3.6-OUTD-S-US-A,277V,N,N,Y,3.6,277
solar,ABB,PVI-3.6-OUTD-S-US-Z-A,208V,N,N,Y,3.6,208
solar,ABB,PVI-3.6-OUTD-S-US-Z-A,240V,N,N,Y,3.6,240
solar,ABB,PVI-3.6-OUTD-S-US-Z-A,277V,N,N,Y,3.6,277
solar,ABB,PVI-3.6-OUTD-S-US-Z-M-A,208V,N,N,Y,3.6,208
solar,ABB,PVI-3.6-OUTD-S-US-Z-M-A,240V,N,N,Y,3.6,240
solar,ABB,PVI-3.6-OUTD-S-US-Z-M-A,277V,N,N,Y,3.6,277
solar,ABB,PVI-3.8-OUTD-S-US-A,208V,N,N,Y,3.8,208
solar,ABB,PVI-3.8-OUTD-S-US-A,240V,N,N,Y,3.8,240
solar,ABB,PVI-3.8-OUTD-S-US-A,277V,N,N,Y,3.8,277
solar,ABB,PVI-3.8-OUTD-S-US-Z-A,208V,N,N,Y,3.8,208
solar,ABB,PVI-3.8-OUTD-S-US-Z-A,240V,N,N,Y,3.8,240
solar,ABB,PVI-3.8-OUTD-S-US-Z-A,277V,N,N,Y,3.8,277
solar,ABB,PVI-3.8-OUTD-S-US-Z-M-A,208V,N,N,Y,3.8,208
solar,ABB,PVI-3.8-OUTD-S-US-Z-M-A,240V,N,N,Y,3.8,240
solar,ABB,PVI-3.8-OUTD-S-US-Z-M-A,277V,N,N,Y,3.8,277
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SB-RA,240V,N,N,Y,3.8,240
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SB-RA-Q,240V,N,N,Y,3.8,240
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SE-RA,240V,N,N,Y,3.8,240
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SZM-RA,240V,N,N,Y,3.8,240
solar,ABB,UNO-DM-3.8-TL-PLUS-US-SZ-RA,240V,N,N,Y,3.8,240
solar,ABB,PVI-4.2-OUTD-S-US-A,208V,N,N,Y,4.2,208
solar,ABB,PVI-4.2-OUTD-S-US-A,240V,N,N,Y,4.2,240
solar,ABB,PVI-4.2-OUTD-S-US-A,277V,N,N,Y,4.2,277
solar,ABB,PVI-4.2-OUTD-S-US-Z-A,208V,N,N,Y,4.2,208
solar,ABB,PVI-4.2-OUTD-S-US-Z-A,240V,N,N,Y,4.2,240
solar,ABB,PVI-4.2-OUTD-S-US-Z-A,277V,N,N,Y,4.2,277
solar,ABB,PVI-4.2-OUTD-S-US-Z-M-A,208V,N,N,Y,4.2,208
solar,ABB,PVI-4.2-OUTD-S-US-Z-M-A,240V,N,N,Y,4.2,240
solar,ABB,PVI-4.2-OUTD-S-US-Z-M-A,277V,N,N,Y,4.2,277
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SB-RA,208V,N,N,Y,4.2,208
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SB-RA-Q,208V,N,N,Y,4.2,208
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SE-RA,208V,N,N,Y,4.2,208
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SZM-RA,208V,N,N,Y,4.2,208
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SZ-RA,208V,N,N,Y,4.2,208
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SB-RA,240V,N,N,Y,4.6,240
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SB-RA-Q,240V,N,N,Y,4.6,240
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SE-RA,240V,N,N,Y,4.6,240
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SZM-RA,240V,N,N,Y,4.6,240
solar,ABB,UNO-DM-4.6-TL-PLUS-US-SZ-RA,240V,N,N,Y,4.6,240
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SB-RA,208V,N,N,Y,4.6,208
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SB-RA-QU,208V,N,N,Y,4.6,208
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SE-RA,208V,N,N,Y,4.6,208
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SZM-RA,208V,N,N,Y,4.6,208
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SZ-RA,208V,N,N,Y,4.6,208
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SZ-RA-U,208V,N,N,Y,4.6,208
solar,ABB,PVI-5000-OUTD-US-A,208V,N,N,Y,5,208
solar,ABB,PVI-5000-OUTD-US-A,240V,N,N,Y,5,240
solar,ABB,PVI-5000-OUTD-US-A,277V,N,N,Y,5,277
solar,ABB,PVI-5000-OUTD-US-Z-A,208V,N,N,Y,5,208
solar,ABB,PVI-5000-OUTD-US-Z-A,240V,N,N,Y,5,240
solar,ABB,PVI-5000-OUTD-US-Z-A,277V,N,N,Y,5,277
solar,ABB,PVI-5000-OUTD-US-Z-M-A,208V,N,N,Y,5,208
solar,ABB,PVI-5000-OUTD-US-Z-M-A,240V,N,N,Y,5,240
solar,ABB,PVI-5000-OUTD-US-Z-M-A,277V,N,N,Y,5,277
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SB-RA,240V,N,N,Y,5,240
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SB-RA-QU,240V,N,N,Y,5,240
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SE-RA,240V,N,N,Y,5,240
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SZM-RA,240V,N,N,Y,5,240
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SZ-RA,240V,N,N,Y,5,240
solar,ABB,UNO-DM-5.0-TL-PLUS-US-SZ-RA-U,240V,N,N,Y,5,240
solar,ABB,PVI-6000-OUTD-US-A,208V,N,N,Y,6,208
solar,ABB,PVI-6000-OUTD-US-A,240V,N,N,Y,6,240
solar,ABB,PVI-6000-OUTD-US-A,277V,N,N,Y,6,277
solar,ABB,PVI-6000-OUTD-US-Z-A,208V,N,N,Y,6,208
solar,ABB,PVI-6000-OUTD-US-Z-A,240V,N,N,Y,6,240
solar,ABB,PVI-6000-OUTD-US-Z-A,277V,N,N,Y,6,277
solar,ABB,PVI-6000-OUTD-US-Z-M-A,208V,N,N,Y,6,208
solar,ABB,PVI-6000-OUTD-US-Z-M-A,240V,N,N,Y,6,240
solar,ABB,PVI-6000-OUTD-US-Z-M-A,277V,N,N,Y,6,277
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SB-RA,208V,N,N,Y,6,208
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SB-RA,240V,N,N,Y,6,240
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SB-RA-QU,208V,N,N,Y,6,208
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SB-RA-QU,240V,N,N,Y,6,240
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SC-RA,208V,N,N,Y,6,208
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SC-RA,240V,N,N,Y,6,240
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SE-RA,208V,N,N,Y,6,208
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SE-RA,240V,N,N,Y,6,240
solar,ABB,UNO-DM-6.0-TL-PLUS-US-S-XRA,208V,N,N,Y,6,208
solar,ABB,UNO-DM-6.0-TL-PLUS-US-S-XRA,240V,N,N,Y,6,240
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SZM-RA,208V,N,N,Y,6,208
solar,ABB,UNO-DM-6.0-TL-PLUS-US-SZM-RA,240V,N,N,Y,6,240
solar,ABB,UNO-7.6-TL-OUTD-S-US-A,208V,N,N,Y,7.6,208
solar,ABB,UNO-7.6-TL-OUTD-S-US-A,240V,N,N,Y,7.6,240
solar,ABB,UNO-7.6-TL-OUTD-S-US-A,277V,N,N,Y,7.6,277
solar,ABB,UNO-7.6-TL-OUTD-S-US-Z-A,208V,N,N,Y,7.6,208
solar,ABB,UNO-7.6-TL-OUTD-S-US-Z-A,240V,N,N,Y,7.6,240
solar,ABB,UNO-7.6-TL-OUTD-S-US-Z-A,277V,N,N,Y,7.6,277
solar,ABB,UNO-7.6-TL-OUTD-S-US-Z-M-A,208V,N,N,Y,7.6,208
solar,ABB,UNO-7.6-TL-OUTD-S-US-Z-M-A,240V,N,N,Y,7.6,240
solar,ABB,UNO-7.6-TL-OUTD-S-US-Z-M-A,277V,N,N,Y,7.6,277
solar,ABB,UNO-8.6-TL-OUTD-S-US-A,240V,N,N,Y,8.6,240
solar,ABB,UNO-8.6-TL-OUTD-S-US-A,277V,N,N,Y,8.6,277
solar,ABB,UNO-8.6-TL-OUTD-S-US-Z-A,240V,N,N,Y,8.6,240
solar,ABB,UNO-8.6-TL-OUTD-S-US-Z-A,277V,N,N,Y,8.6,277
solar,ABB,UNO-8.6-TL-OUTD-S-US-Z-M-A,240V,N,N,Y,8.6,240
solar,ABB,UNO-8.6-TL-OUTD-S-US-Z-M-A,277V,N,N,Y,8.6,277
solar,ABB,TRIO-50.0-TL-OUTD-US-480,480V,N,N,Y,50,480
solar,ABB,TRIO-60.0-TL-OUTD-US-480,480V,N,N,Y,60,480
solar,ABB,TRIO-TM-60.0-US-480,480V,N,N,Y,60,480
solar,ABB,PVS-60-TL-R-US,480V,N,N,Y,60.033,480
solar,ABB,PVS-60-TL-SC-R-US,480V,N,N,Y,60.033,480
solar,ABB,PVS-60-TL-SC-US,480V,N,N,Y,60.033,480
solar,ABB,PVS-60-TL-S-R-US,480V,N,N,Y,60.033,480
solar,ABB,PVS-60-TL-S-US,480V,N,N,Y,60.033,480
solar,ABB,PVS-60-TL-US,480V,N,N,Y,60.033,480
solar,ABB,PVS-166-TL-POWER-MODULE-1-US,800V,N,N,Y,165.954,800
solar,ABB,PVS-166-TL-POWER-MODULE-2-US,800V,N,N,Y,165.954,800
solar,ABB,PVS-175-TL-POWER-MODULE-1-US,800V,N,N,Y,179.574,800
solar,ABB,PVS-175-TL-POWER-MODULE-2-US,800V,N,N,Y,179.574,800
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF4.6K-DH,240V,Y,N,Y,4.6,240
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF5K-DH,240V,Y,N,Y,4.998,240
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF6K-DH,240V,Y,N,Y,5.995,240
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF7K-DH,240V,Y,N,Y,6.996,240
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF7.6K-DH,240V,Y,N,Y,7.599,240
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF8K-DH,240V,Y,N,Y,7.999,240
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF8.6K-DH,240V,Y,N,Y,8.596,240
solar,"Afore New Energy Technology (Shanghai) Co., Ltd.",AF9.6K-DH,240V,Y,N,Y,9.592,240
solar,AIMS Power Inc.,PIHY4600,240V,Y,N,Y,4.60042,240
solar,AIMS Power Inc.,PIHY9600,240V,Y,N,Y,9.592,240
solar,"Alpha ESS Co., Ltd.",SMILE-SP7.6-INV,240V,Y,Y,N,7.644,240
solar,"Alpha ESS Co., Ltd.",SMILE-SP9.6-INV,240V,Y,Y,N,9.628,240
solar,Altenergy Power System Inc.,YC600,240V,N,N,Y,0.55,240
solar,Altenergy Power System Inc.,DS3-S,240V,N,Y,Y,0.656,240
solar,Altenergy Power System Inc.,DS3-L,240V,N,Y,Y,0.78,240
solar,Altenergy Power System Inc.,DS3,240V,N,Y,Y,0.896,240
solar,Altenergy Power System Inc.,DS3-LV,120V,N,Y,N,0.915,120
solar,Altenergy Power System Inc.,EZ1-LV,120V,N,Y,N,0.915,120
solar,Altenergy Power System Inc.,DS3-H,240V,N,Y,Y,1.068,240
solar,Altenergy Power System Inc.,QS1,208V,N,N,Y,1.2183,208
solar,Altenergy Power System Inc.,QS1,240V,N,N,Y,1.225,240
solar,Altenergy Power System Inc.,QS1200,240V,N,N,Y,1.225,240
solar,Altenergy Power System Inc.,QS1A,240V,N,N,Y ,1.516,240
solar,Altenergy Power System Inc.,QT2,208V,N,Y,Y,1.733,208
solar,Altenergy Power System Inc.,QT2-208,208V,N,Y,Y,1.733,208
solar,Altenergy Power System Inc.,QT2,480V,N,Y,Y,1.821,480
solar,Altenergy Power System Inc.,QT2-480,480V,N,Y,Y,1.821,480
solar,Altenergy Power System Inc.,QS2,208V,N,Y,N,1.922636,208
solar,Altenergy Power System Inc.,QS2,240V,N,Y,N,1.923892,240
solar,"Amensolar Ess Co., Ltd",N3H-X5.0-US,240V,Y,Y,N,5.09,240
solar,"Amensolar Ess Co., Ltd",N3H-X5US,240V,Y,Y,N,5.09,240
solar,"Amensolar Ess Co., Ltd",N3H-X6.0-US,240V,Y,Y,N,6.117,240
solar,"Amensolar Ess Co., Ltd",N3H-X7.6-US,240V,Y,Y,N,7.765,240
solar,"Amensolar Ess Co., Ltd",N3H-X8.0-US,240V,Y,Y,N,8.084,240
solar,"Amensolar Ess Co., Ltd",N3H-X8US,240V,Y,Y,N,8.084,240
solar,"Amensolar Ess Co., Ltd",N3H-X10.0-US,240V,Y,Y,N,10.177,240
solar,"Amensolar Ess Co., Ltd",N3H-X10US,240V,Y,Y,N,10.177,240
solar,"Amensolar Ess Co., Ltd",N3H-X12US,240V,Y,Y,N,12.214,240
solar,"Amensolar Ess Co., Ltd",N3H-X16US,240V,Y,Y,N,16.199,240
solar,Anker Innovations Limited,MI80S,240V,N,Y,Y,0.656,240
solar,Anker Innovations Limited,MI80L,240V,N,Y,Y,0.78,240
solar,Anker Innovations Limited,MI80,240V,N,Y,Y,0.896,240
solar,Anker Innovations Limited,MI80H,240V,N,Y,Y,1.068,240
solar,Anker Innovations Limited,A17E1,240V,Y,Y,N,7.687,240
solar,Apparent Inc.,"SG424U CA, 120VAC, 60Hz",120V,N,N,Y,0.25,120
solar,Apparent Inc.,SG424-PLUS-120VAC-60HZ-CA,120V,N,Y,N,0.326,120
solar,Aptos Solar Technology LLC,MAC-400,240V,N,Y,Y,0.38254,240
solar,Aptos Solar Technology LLC,MAC-400R,240V,N,Y,Y,0.38254,240
solar,Aptos Solar Technology LLC,MAC-400,208V,N,Y,N,0.387262,208
solar,Aptos Solar Technology LLC,MAC-400R,208V,N,Y,N,0.387262,208
solar,Aptos Solar Technology LLC,MAC-800,208V,N,Y,N,0.767,208
solar,Aptos Solar Technology LLC,MAC-800,240V,N,Y,Y,0.767,240
solar,Aptos Solar Technology LLC,MAC-800R,208V,N,Y,N,0.767,208
solar,Aptos Solar Technology LLC,MAC-800R,240V,N,Y,Y,0.767,240
solar,"Base Power, Inc",MIN 3000TL-XH-US,240V,Y,Y,N,3.095,240
solar,"Base Power, Inc",MIN 3800TL-XH-US,240V,Y,Y,N,3.888,240
solar,"Base Power, Inc",MIN 5000TL-XH-US,240V,Y,Y,N,4.943,240
solar,"Base Power, Inc",MIN 6000TL-XH-US,240V,Y,Y,N,5.918,240
solar,"Base Power, Inc",MIN 7600TL-XH-US,240V,Y,Y,N,7.524,240
solar,"Base Power, Inc",MIN 8200TL-XH-US,240V,Y,Y,N,8.251,240
solar,"Base Power, Inc",MIN 9000TL-XH-US,240V,Y,Y,N,9.063,240
solar,"Base Power, Inc",MIN 10000TL-XH-US,240V,Y,Y,N,10.082,240
solar,"Base Power, Inc",MIN 11400TL-XH-US,240V,Y,Y,N,11.52,240
solar,Canadian Solar Inc.,CSI-25KTL-GS-FL,480V,N,N,Y,25,480
solar,Canadian Solar Inc.,CSI-30KTL-GS-FL,480V,N,N,Y,30,480
solar,Canadian Solar Inc.,CSI-36KTL-CT,480V,N,N,Y,36,480
solar,Canadian Solar Inc.,CSI-36KTL-GS-FL,480V,N,N,Y,36,480
solar,Canadian Solar Inc.,CSI-40KTL-GS,480V,N,N,Y,40,480
solar,Canadian Solar Inc.,CSI-40KTL-GS-FL,480V,N,N,Y,40,480
solar,Canadian Solar Inc.,CSI-50KTL-CT,480V,N,N,Y,50,480
solar,Canadian Solar Inc.,CSI-50KTL-GS,480V,N,N,Y,50,480
solar,Canadian Solar Inc.,CSI-50KTL-GS-FL,480V,N,N,Y,50,480
solar,Canadian Solar Inc.,CSI-60KTL-CT,480V,N,N,Y,60,480
solar,Canadian Solar Inc.,CSI-60KTL-GS,480V,N,N,Y,60,480
solar,Canadian Solar Inc.,CSI-66KTL-GS,480V,N,N,Y,66,480
solar,CE+T America Inc.,30C,480V,Y,N,Y,29.99,480
solar,CE+T America Inc.,30C3,480V,Y,N,Y,29.99,480
solar,"CESC New Energy Technology Co., Ltd.",Mars 9600 HVSP,240V,Y,N,Y,9.592,240
solar,"Cherry Solution Co., Ltd.",CMI-600S-SA,240V,N,Y,N,0.604,240
solar,"Cherry Solution Co., Ltd.",CMI-600S-WA,240V,N,Y,N,0.604,240
solar,"Cherry Solution Co., Ltd.",CMI-600S-SA,208V,N,Y,N,0.608,208
solar,"Cherry Solution Co., Ltd.",CMI-600S-WA,208V,N,Y,N,0.608,208
solar,"Cherry Solution Co., Ltd.",CMI-800S-SA,208V,N,Y,N,0.8,208
solar,"Cherry Solution Co., Ltd.",CMI-800S-SA,240V,N,Y,N,0.8,240
solar,"Cherry Solution Co., Ltd.",CMI-800S-WA,208V,N,Y,N,0.8,208
solar,"Cherry Solution Co., Ltd.",CMI-800S-WA,240V,N,Y,N,0.8,240
solar,"Cherry Solution Co., Ltd.",CMI-1000S-SA,208V,N,Y,N,0.994,208
solar,"Cherry Solution Co., Ltd.",CMI-1000S-WA,208V,N,Y,N,0.994,208
solar,"Cherry Solution Co., Ltd.",CMI-1000S-SA,240V,N,Y,N,1.062,240
solar,"Cherry Solution Co., Ltd.",CMI-1000S-WA,240V,N,Y,N,1.062,240
solar,"Chilicon Power, LLC",CP-250E-60/72-208/240-MC4,208V,N,N,Y,0.277,208
solar,"Chilicon Power, LLC",CP-250E-60/72-208/240-MC4,240V,N,N,Y,0.289,240
solar,"Chilicon Power, LLC",CP-720-60/72/96-208/240-MC4,240V,N,N,Y,0.721,240
solar,"Chilicon Power, LLC",CP-720-60/72/96-208/240-MC4,208V,N,N,Y,0.725,208
solar,Chint Power Systems America,CPS ECH7.6KTL/US,208V,Y,Y,Y,7.57,208
solar,Chint Power Systems America,CPS ECH7.6KTL/US,240V,Y,Y,Y,7.57,240
solar,Chint Power Systems America,CPS ECH9.6KTL/US,240V,Y,Y,Y,9.54,240
solar,Chint Power Systems America,CPS ECH9.6KTL/US,208V,Y,Y,Y,9.55,208
solar,Chint Power Systems America,CPS ECH11.4KTL/US,208V,Y,Y,Y,11.35,208
solar,Chint Power Systems America,CPS ECH11.4KTL/US,240V,Y,Y,Y,11.36,240
solar,Chint Power Systems America,CPS ECH12KTL/US,240V,Y,Y,Y,11.99,240
solar,Chint Power Systems America,CPS ECH12KTL/US,208V,Y,Y,Y,12,208
solar,Chint Power Systems America,CPS SCA20KTL-DO-R/US-480,480V,N,Y,Y,20,480
solar,Chint Power Systems America,CPS SCA25KTL-DO/US-208,208V,N,Y,Y,25,208
solar,Chint Power Systems America,CPS SCA25KTL-DO-R/US-480,480V,N,Y,Y,25,480
solar,Chint Power Systems America,CPS SCA36KTL-DO/US,480V,N,N,Y,36,480
solar,Chint Power Systems America,CPS SCA36KTL-DO/US-480,480V,N,Y,Y,36,480
solar,Chint Power Systems America,CPS SCA50KTL-DO/US-480,480V,N,Y,Y,50,480
solar,Chint Power Systems America,SCA50K-T-US-208,208V,N,Y,Y,50,208
solar,Chint Power Systems America,CPS SCA60KTL-DO/US-480,480V,N,Y,Y,60,480
solar,Chint Power Systems America,CPS SCH100KTL-AIO/US-600,600V,N,Y,Y,100,600
solar,Chint Power Systems America,CPS SCH100KTL-DO/US-480,480V,N,Y,Y,100,480
solar,Chint Power Systems America,CPS SCH100KTL-DO/US-600,600V,N,Y,Y,100,600
solar,Chint Power Systems America,SCA100K-T-US-480,480V,N,Y,Y,100,480
solar,Chint Power Systems America,CPS SCH125KTL-AIO/US-600,600V,N,Y,Y,125,600
solar,Chint Power Systems America,CPS SCH125KTL-DO/US-600,600V,N,Y,Y,125,600
solar,Chint Power Systems America,SCH200K-T-US-480,480V,N,Y,Y,200,480
solar,Chint Power Systems America,SCH250K-T-US-600,600V,N,Y,Y,250,600
solar,Chint Power Systems America,CPS SCH275KTL-DO/US-800,800V,N,Y,Y,275,800
solar,Chint Power Systems America,CPS SCH320KTL-DO/US-800,800V,N,Y,Y,320,800
solar,Chint Power Systems America,CPS SCH350KTL-DO/US-800,800V,N,Y,Y,350,800
solar,"CSI Solar Co., Ltd.",CSI-25K-T480GL03-U,480V,N,Y,Y,24.8876,480
solar,"CSI Solar Co., Ltd.",CSI-25K-T480GL01-UB,480V,N,N,Y,24.958,480
solar,"CSI Solar Co., Ltd.",CSI-25KTL-GS-FLB,480V,N,N,Y,25,480
solar,"CSI Solar Co., Ltd.",CSI-30K-T208GL03-U,208V,N,Y,Y,29.878,208
solar,"CSI Solar Co., Ltd.",CSI-30K-T480GL03-U,480V,N,Y,Y,29.883,480
solar,"CSI Solar Co., Ltd.",CSI-30K-T480GL01-UB,480V,N,N,Y,29.948,480
solar,"CSI Solar Co., Ltd.",CSI-30KTL-GS-FLB,480V,N,N,Y,30,480
solar,"CSI Solar Co., Ltd.",CSI-33K-T480GL03-U,480V,N,Y,Y,32.865,480
solar,"CSI Solar Co., Ltd.",CSI-36K-T480GL03-U,480V,N,Y,Y,35.866,480
solar,"CSI Solar Co., Ltd.",CSI-36K-T480GL01-UB,480V,N,N,Y,35.925,480
solar,"CSI Solar Co., Ltd.",CSI-36KTL-GS-FLB,480V,N,N,Y,36,480
solar,"CSI Solar Co., Ltd.",CSI-40K-T480GL03-U,480V,N,Y,Y,39.841,480
solar,"CSI Solar Co., Ltd.",CSI-40K-T480GL01-UB,480V,N,N,Y,39.926,480
solar,"CSI Solar Co., Ltd.",CSI-40KTL-GS-B,480V,N,N,Y,40,480
solar,"CSI Solar Co., Ltd.",CSI-40KTL-GS-FLB,480V,N,N,Y,40,480
solar,"CSI Solar Co., Ltd.",CSI-50K-T480GL03-U,480V,N,Y,Y,49.848,480
solar,"CSI Solar Co., Ltd.",CSI-50K-T480GL01-UB,480V,N,N,Y,49.916,480
solar,"CSI Solar Co., Ltd.",CSI-50KTL-GS-B,480V,N,N,Y,50,480
solar,"CSI Solar Co., Ltd.",CSI-50KTL-GS-FLB,480V,N,N,Y,50,480
solar,"CSI Solar Co., Ltd.",CSI-60K-T480GL03-U,480V,N,Y,Y,59.898,480
solar,"CSI Solar Co., Ltd.",CSI-60K-T480GL01-UB,480V,N,N,Y,59.933,480
solar,"CSI Solar Co., Ltd.",CSI-60KTL-GS-B,480V,N,N,Y,60,480
solar,"CSI Solar Co., Ltd.",CSI-66K-T480GL01-UB,480V,N,N,Y,65.926,480
solar,"CSI Solar Co., Ltd.",CSI-66KTL-GS-B,480V,N,N,Y,66,480
solar,"CSI Solar Co., Ltd.",CSI-75K-T480GL03-U,480V,N,Y,Y,74.574,480
solar,"CSI Solar Co., Ltd.",CSI-75K-T480GL02-U,480V,N,N,Y,75,480
solar,"CSI Solar Co., Ltd.",CSI-80K-T480GL03-U,480V,N,Y,Y,79.446,480
solar,"CSI Solar Co., Ltd.",CSI-80K-T480GL02-U,480V,N,N,Y,80,480
solar,"CSI Solar Co., Ltd.",CSI-90K-T480GL03-U,480V,N,Y,Y,89.449,480
solar,"CSI Solar Co., Ltd.",CSI-90K-T480GL02-U,480V,N,N,Y,90,480
solar,"CSI Solar Co., Ltd.",CSI-100K-T480GL03-U,480V,N,Y,Y,99.368,480
solar,"CSI Solar Co., Ltd.",CSI-100K-T480GL02-U,480V,N,N,Y,100,480
solar,"CSI Solar Co., Ltd.",CSI-125KTL-GS-E,600V,N,N,Y,125,600
solar,"CSI Solar Co., Ltd.",CSI-125K-T600GL02-U,600V,N,N,Y,125.083,600
solar,"CSI Solar Co., Ltd.",CSI-185K-T600GL02-U,600V,N,N,Y,185.005,600
solar,"CSI Solar Co., Ltd.",CSI-185K-T600GL03-U,600V,N,N,Y,185.005,600
solar,"CSI Solar Co., Ltd.",CSI-255K-T800GL02-U,800V,N,N,Y,255.013,800
solar,"CSI Solar Co., Ltd.",CSI-255K-T800GL03-U,800V,N,N,Y,255.013,800
solar,Darfon Electronics Corp.,H5001xxxxxx,240V,Y,N,Y,4.844,240
solar,Darfon Electronics Corp.,H5000xxxxxx,240V,Y,N,Y,5.074,240
solar,Darfon Electronics Corp.,H7xxxxxx,240V,Y,N,Y,9.60401,240
solar,dcbel Inc.,Dcbel Ara (DBHS-ARxx-xx),240V,Y,Y,N,7.624,240
solar,Delta Electronics,SOLIVIA 3.8 NA G4 TL,208V,N,N,Y,3.32,208
solar,Delta Electronics,M4-TL-US,208V,N,Y,Y,3.33,208
solar,Delta Electronics,E4_BDI,208V,Y,Y,Y,3.3413399999999993,208
solar,Delta Electronics,E4-TL-US,208V,Y,Y,Y,3.36,208
solar,Delta Electronics,SOLIVIA 3.8 NA G4 TL,240V,N,N,Y,3.81,240
solar,Delta Electronics,M4-TL-US,240V,N,Y,Y,3.84,240
solar,Delta Electronics,E4-TL-US,240V,Y,Y,Y,3.87,240
