list,manufacturer,model,voltage_option,hybrid,ul1741_sb,ul1741_sa,max_continuous_output_kw,nominal_vac
battery,"Ginlong Technologies Co., Ltd.",S6-EH3P125K10-NV-YD-H-US,480V,Y,Y,N,124.925,480
battery,"Ginlong Technologies Co., Ltd.",S6-EH3P150K10-NV-YD-H-US,480V,Y,Y,N,149.923,480
battery,Global Tech China Ltd.,SSM-6.0-SPHYB-UL,208V,Y,Y,N,6.124,208
battery,Global Tech China Ltd.,SSM-6.0-SPHYB-UL,240V,Y,Y,N,6.149,240
battery,Global Tech China Ltd.,SSM-7.6-SPHYB-UL,240V,Y,Y,N,7.6472,240
battery,Global Tech China Ltd.,SSM-7.6-SPHYB-UL,208V,Y,Y,N,7.648,208
battery,Global Tech China Ltd.,SSM-11.4-SPHYB-UL,240V,Y,Y,N,10.14,240
battery,Global Tech China Ltd.,SSM-11.4-SPHYB-UL,208V,Y,Y,N,10.186,208
battery,Go Electric Inc.,250-480-60-HLT,480V,N,N,Y ,259.2,480
battery,"GoodWe Technologies Co., Ltd.",GEC5.0-1U-US20,240V,N,Y,N,4.9828,240
battery,"GoodWe Technologies Co., Ltd.",GW5000-SBP-US20,240V,N,Y,N,4.9828,240
battery,"GoodWe Technologies Co., Ltd.",GW5000H-ES,240V,Y,Y,Y,4.989,240
battery,"GoodWe Technologies Co., Ltd.",GEH5.0-1U-US20,240V,Y,Y,N,5.0047,240
battery,"GoodWe Technologies Co., Ltd.",GW5000-ES-US20,240V,Y,Y,N,5.0047,240
battery,"GoodWe Technologies Co., Ltd.",GEC5.0-1U-US10,240V,N,Y,Y,5.031,240
battery,"GoodWe Technologies Co., Ltd.",GW5000A-BP,240V,N,Y,Y,5.031,240
battery,"GoodWe Technologies Co., Ltd.",GEH5.0-1U-US10,240V,Y,Y,Y,5.0675,240
battery,"GoodWe Technologies Co., Ltd.",GW5000A-ES,240V,Y,Y,Y,5.0675,240
battery,"GoodWe Technologies Co., Ltd.",GEH6.0-1U-US20,240V,Y,Y,N,5.9973,240
battery,"GoodWe Technologies Co., Ltd.",GW6000-ES-US20,240V,Y,Y,N,5.9973,240
battery,"GoodWe Technologies Co., Ltd.",GEC6.0-1U-US20,240V,N,Y,N,6.0097,240
battery,"GoodWe Technologies Co., Ltd.",GW6000-SBP-US20,240V,N,Y,N,6.0097,240
battery,"GoodWe Technologies Co., Ltd.",GEC6.0-1U-US10,240V,N,Y,Y,6.03,240
battery,"GoodWe Technologies Co., Ltd.",GW6000A-BP,240V,N,Y,Y,6.03,240
battery,"GoodWe Technologies Co., Ltd.",GEH6.0-1U-US10,240V,Y,Y,Y,6.109,240
battery,"GoodWe Technologies Co., Ltd.",GW6000A-ES,240V,Y,Y,Y,6.109,240
battery,"GoodWe Technologies Co., Ltd.",GEH7.0-1U-US10,240V,Y,Y,Y,7.057,240
battery,"GoodWe Technologies Co., Ltd.",GW7000A-ES,240V,Y,Y,Y,7.057,240
battery,"GoodWe Technologies Co., Ltd.",GEC7.0-1U-US10,240V,N,Y,Y,7.059,240
battery,"GoodWe Technologies Co., Ltd.",GW7000A-BP,240V,N,Y,Y,7.059,240
battery,"GoodWe Technologies Co., Ltd.",GEC7.6-1U-US20,240V,N,Y,N,7.5855,240
battery,"GoodWe Technologies Co., Ltd.",GW7600-SBP-US20,240V,N,Y,N,7.5855,240
battery,"GoodWe Technologies Co., Ltd.",GEH7.6-1U-US20,240V,Y,Y,N,7.5882,240
battery,"GoodWe Technologies Co., Ltd.",GW7600-ES-US20,240V,Y,Y,N,7.5882,240
battery,"GoodWe Technologies Co., Ltd.",GEH7.6-1U-US10,240V,Y,Y,Y,7.644,240
battery,"GoodWe Technologies Co., Ltd.",GW7600A-ES,240V,Y,Y,Y,7.644,240
battery,"GoodWe Technologies Co., Ltd.",GEC7.6-1U-US10,240V,N,Y,Y,7.648,240
battery,"GoodWe Technologies Co., Ltd.",GW7600A-BP,240V,N,Y,Y,7.648,240
battery,"GoodWe Technologies Co., Ltd.",GEH8.6-1U-US10,240V,Y,Y,Y,8.614,240
battery,"GoodWe Technologies Co., Ltd.",GW8600A-ES,240V,Y,Y,Y,8.614,240
battery,"GoodWe Technologies Co., Ltd.",GEC8.6-1U-US10,240V,N,Y,Y,8.68,240
battery,"GoodWe Technologies Co., Ltd.",GW8600A-BP,240V,N,Y,Y,8.68,240
battery,"GoodWe Technologies Co., Ltd.",GEH9.6-1U-US20,240V,Y,Y,N,9.586200000000002,240
battery,"GoodWe Technologies Co., Ltd.",GW9600-ES-US20,240V,Y,Y,N,9.586200000000002,240
battery,"GoodWe Technologies Co., Ltd.",GEC9.6-1U-US20,240V,N,Y,N,9.6031,240
battery,"GoodWe Technologies Co., Ltd.",GW9600-SBP-US20,240V,N,Y,N,9.6031,240
battery,"GoodWe Technologies Co., Ltd.",GEC9.6-1U-US10,240V,N,Y,Y,9.616,240
battery,"GoodWe Technologies Co., Ltd.",GW9600A-BP,240V,N,Y,Y,9.616,240
battery,"GoodWe Technologies Co., Ltd.",GEH9.6-1U-US10,240V,Y,Y,Y,9.628,240
battery,"GoodWe Technologies Co., Ltd.",GW9600A-ES,240V,Y,Y,Y,9.628,240
battery,"GoodWe Technologies Co., Ltd.",GW9600H-ES,240V,Y,Y,Y,9.628,240
battery,"GoodWe Technologies Co., Ltd.",GEH11.4-1U-US20,240V,Y,Y,N,11.379299999999999,240
battery,"GoodWe Technologies Co., Ltd.",GW11K4-ES-US20,240V,Y,Y,N,11.379299999999999,240
battery,"GoodWe Technologies Co., Ltd.",GEC11.4-1U-US20,240V,N,Y,N,11.3919,240
battery,"GoodWe Technologies Co., Ltd.",GW11K4-SBP-US20,240V,N,Y,N,11.3919,240
battery,"Green Solutions (Chengdu) Co., Ltd",H12K-US,208V,Y,Y,N,10.49,208
battery,"Green Solutions (Chengdu) Co., Ltd",H12K-US,240V,Y,Y,N,11.93,240
battery,"Gridwiz Co., Ltd",Gridwiz-PCS 300,380V,N,Y,N,300.42,380
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-5K-LS3-US,208V,Y,Y,N,4.363,208
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-5K-LS3-US,240V,Y,Y,N,5.067,240
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-7.6K-S3-US,208V,Y,Y ,N,6.605,208
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-7.6K-LS3-US,208V,Y,Y,N,6.609,208
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-7.6K-S3-US,240V,Y,Y ,N,7.606,240
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-7.6K-LS3-US,240V,Y,Y,N,7.61,240
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-9.6K-LS4-US,208V,Y,Y,N,8.316,208
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-10K-S4-US,208V,Y,Y ,N,8.798,208
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-9.6K-LS4-US,240V,Y,Y,N,9.605,240
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-11.4K-LS4-US,208V,Y,Y,N,9.881,208
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-10K-S4-US,240V,Y,Y ,N,10.089,240
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-12K-S4-US,208V,Y,Y ,N,10.417,208
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-11.4K-LS4-US,240V,Y,Y,N,11.298,240
battery,"Guangzhou Sanjing Electric Co., Ltd.",H2-12K-S4-US,240V,Y,Y ,N,12.034,240
battery,"Hangzhou Boco Electronics Co., Ltd.",P115SJ240-2001FT-00,240V,N,Y,N,2.198,240
battery,Holu Hou Energy LLC,HH9600H-HI,240V,Y,N,Y,9.628,240
battery,"Hongyibo New Energy Technology (Shenzhen) Co., Ltd.",PCSR5KLNA,240V,Y,Y,Y,5.089666,240
battery,"Hongyibo New Energy Technology (Shenzhen) Co., Ltd.",PCSR6KLNA,240V,Y,Y,Y,6.117182,240
battery,"Hongyibo New Energy Technology (Shenzhen) Co., Ltd.",PCSR7K6LNA,240V,Y,Y,Y,7.76472,240
battery,"Hongyibo New Energy Technology (Shenzhen) Co., Ltd.",PCSR8KLNA,240V,Y,Y,Y,8.08416,240
battery,"Hongyibo New Energy Technology (Shenzhen) Co., Ltd.",PCSR10KLNA,240V,Y,Y,Y,10.17666,240
battery,Hoymiles Power Electronics Inc.,HAS-3.8LV-USG1,240V,N,Y,N,3.646,240
battery,Hoymiles Power Electronics Inc.,HYS-3.8LV-USG1,240V,Y,Y,N,3.796,240
battery,Hoymiles Power Electronics Inc.,HAS-4.8LV-USG1,240V,N,Y,N,4.559,240
battery,Hoymiles Power Electronics Inc.,HAS-6.0LV-USG1,240V,N,Y,N,4.559,240
battery,Hoymiles Power Electronics Inc.,HYS-4.8LV-USG1,240V,Y,Y,N,4.793,240
battery,Hoymiles Power Electronics Inc.,HYS-6.0LV-USG1,240V,Y,Y,N,5.995,240
battery,Hoymiles Power Electronics Inc.,HAS-7.6LV-USG1,240V,N,Y,N,7.417,240
battery,Hoymiles Power Electronics Inc.,HYS-7.6LV-USG1,240V,Y,Y,N,7.708,240
battery,Hoymiles Power Electronics Inc.,HAS-11.5LV-USG1,240V,N,Y,N,9.153,240
battery,Hoymiles Power Electronics Inc.,HAS-9.6LV-USG1,240V,N,Y,N,9.153,240
battery,Hoymiles Power Electronics Inc.,HYS-9.6LV-USG1,240V,Y,Y,N,9.641,240
battery,Hoymiles Power Electronics Inc.,HYS-11.5LV-USG1,240V,Y,Y,N,11.575,240
battery,"Huizhou Roypow Technology Co., Ltd",SUN10000S-U,240V,Y,Y,N,10.111,240
battery,"Huizhou Roypow Technology Co., Ltd",SUN12000S-U,240V,Y,Y,N,12.079,240
battery,"Huizhou Roypow Technology Co., Ltd",SUN15000S-U,240V,Y,Y,N,14.987,240
battery,Hyperian Energy Inc.,ST2-76i,240V,Y,Y,N,7.581,240
battery,Hyperian Energy Inc.,ST2-96i,240V,Y,Y,N,9.573,240
battery,Hyperian Energy Inc.,ST2-100i,240V,Y,Y,N,9.956,240
battery,Hyperian Energy Inc.,ST2-114i,240V,Y,Y,N,11.371,240
battery,Hyperian Energy Inc.,ST2-120i,240V,Y,Y,N,11.968,240
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 610TL U B220,220V,Y,N,Y,610,220
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 830TL U B300,300V,Y,N,Y,830,300
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 915TL U B330,330V,Y,N,Y,915,330
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1000TL U B360,360V,Y,N,Y,1000,360
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1140TL U B410,410V,Y,N,Y,1027.752,410
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1245TL U B480,480V,Y,N,Y,1042.22,480
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1190TL U B430,430V,Y,N,Y,1048.594,430
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1220TL U B440,440V,Y,N,Y,1099.306,440
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1110TL U B400,400V,Y,N,Y,1110,400
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1250TL U B450,450V,Y,N,Y,1114.104,450
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1275TL U B460,460V,Y,N,Y,1128.476,460
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1165TL U B420,420V,Y,N,Y,1165,420
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1740TL U B670,670V,Y,N,Y,1272.412,670
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1800TL U B690,690V,Y,N,Y,1300.644,690
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1665TL U B640,640V,Y,N,Y,1367.076,640
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1690TL U B650,650V,Y,N,Y,1375.282,650
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN 1715TL U B660,660V,Y,N,Y,1390.614,660
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C450,450V,N,Y,N,2306,450
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C480,480V,N,Y,N,2467.62,480
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3930TL U HV C600,600V,N,Y,N,2582,600
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3930TL U HV C650,650V,N,Y,N,2762.4,650
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C578,578V,N,Y,N,2881.48,578
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3930TL U HV C690,690V,N,Y,N,2983.4,690
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C600,600V,N,Y,N,3095.3,600
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3930TL U HV C730,730V,N,Y,N,3102.8,730
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3930TL U HV C750,750V,N,Y,N,3237.1,750
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C630,630V,N,Y,N,3239.42,630
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3930TL U HV C760,760V,N,Y,N,3240,760
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C645,645V,N,Y,N,3304.62,645
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C660,660V,N,Y,N,3377.6,660
battery,INGETEAM POWER TECHNOLOGY S.A.,INGECON SUN STORAGE 3660TL U C690,690V,N,Y,N,3535.56,690
battery,Jackery Inc.,GVI-HR-7K6-USG,240V,Y,Y,N,7.394,240
battery,Jackery Inc.,GVI-HR-11K4-USG,240V,Y,Y,N,11.084,240
battery,"Jiangsu RCT Power Energy Technology Co., Ltd",Power Storage DC US-8.0,208V,Y,Y,Y,7.015,208
battery,"Jiangsu RCT Power Energy Technology Co., Ltd",Power Storage DC US-8.0 PRO,208V,Y,Y,Y,7.015,208
battery,"Jiangsu RCT Power Energy Technology Co., Ltd",Power Storage DC US-8.0,240V,Y,Y,Y,8.0322,240
battery,"Jiangsu RCT Power Energy Technology Co., Ltd",Power Storage DC US-8.0 PRO,240V,Y,Y,Y,8.0322,240
battery,"Jiangsu Weiheng Intelligent Technology Co., Ltd.",SHD-7.6kW,240V,Y,Y,N,7.572,240
battery,"Jiangsu Weiheng Intelligent Technology Co., Ltd.",SHD-9.6kW,240V,Y,Y,N,9.66,240
battery,"Jiangsu Weiheng Intelligent Technology Co., Ltd.",SHD-11.4kW,240V,Y,Y,N,11.257,240
battery,JingTsing Technology Ltd.,JTES-PCS125K-1000/480-L03C1,480V,N,Y,N,127.819,480
battery,JingTsing Technology Ltd.,JTES-PCS125K-1000/480-L03L1,480V,N,Y,N,127.819,480
battery,JingTsing Technology Ltd.,JTES-PCS450K-1600/740-L03C1,740V,N,Y,N,459.563,740
battery,"Jinko Solar Co., Ltd",JKS-R-7P12-US,240V,Y,Y,Y,7.604,240
battery,"Jinko Solar Co., Ltd",JKS-R-11P12-US,240V,Y,Y,Y,11.406,240
battery,"Kowint Energy (Shenzhen) Co., Ltd.",KSL-8KU-A,240V,Y,Y,Y,8.11097,240
battery,"Kowint Energy (Shenzhen) Co., Ltd.",KSL-8KU-B,240V,Y,Y,Y,8.180922,240
battery,"Kowint Energy (Shenzhen) Co., Ltd.",KSL-12KU-A,240V,Y,Y,Y,12.13712,240
battery,"Kowint Energy (Shenzhen) Co., Ltd.",KSL-12KU-B,240V,Y,Y,Y,12.21352,240
battery,"Kowint Energy (Shenzhen) Co., Ltd.",KSL-16KU-A,240V,Y,Y,Y,16.13092,240
battery,"Kowint Energy (Shenzhen) Co., Ltd.",KSL-16KU-B,240V,Y,Y,Y,16.19882,240
battery,"Kowint Energy (Shenzhen) Co., Ltd.",K-PH125-B-US03,480V,N,Y,N,125.01500999999999,480
battery,LG Electronics Inc.,A005KEEN261,208V,N,N,Y,5,208
battery,LG Electronics Inc.,A005KEEN261,240V,N,N,Y,5,240
battery,LG Electronics Inc.,D007KEEN261,208V,Y,N,Y,6.656,208
battery,LG Electronics Inc.,D007KEEN261,240V,Y,N,Y,7.68,240
battery,LG Electronics Inc.,P250KH53231,480V,N,N,Y,250.425,480
battery,"LG Energy Solution, Ltd.",SHB-G1-050-US,240V,N,Y,N,4.9828,240
battery,"LG Energy Solution, Ltd.",SHB-G1-060-US,240V,N,Y,N,6.0097,240
battery,"LG Energy Solution, Ltd.",SHB-G1-076-US,240V,N,Y,N,7.5855,240
battery,"LG Energy Solution, Ltd.",SHB-G1-096-US,240V,N,Y,N,9.6031,240
battery,"LG Energy Solution, Ltd.",SHB-G1-114-US,240V,N,Y,N,11.3919,240
battery,Liniotech Energy Inc.,LNT5K0228UL,208V,Y,Y,N,5.02,208
battery,Liniotech Energy Inc.,LNT5K0228UL,240V,Y,Y,N,5.04,240
battery,Liniotech Energy Inc.,LNT6K0228UL,208V,Y,Y,N,6.124,208
battery,Liniotech Energy Inc.,LNT6K0228UL,240V,Y,Y,N,6.149,240
battery,Liniotech Energy Inc.,LNT7K0228UL,240V,Y,Y,N,7.647,240
battery,Liniotech Energy Inc.,LNT7K0228UL,208V,Y,Y,N,7.648,208
battery,Liniotech Energy Inc.,LNT8K0228UL,240V,Y,Y,N,8.047,240
battery,Liniotech Energy Inc.,LNT8K0228UL,208V,Y,Y,N,8.06,208
battery,Liniotech Energy Inc.,LNT12K0228UL,240V,Y,Y,N,10.14,240
battery,Liniotech Energy Inc.,LNT10K0228UL,240V,Y,Y,N,10.147,240
battery,Liniotech Energy Inc.,LNT10K0228UL,208V,Y,Y,N,10.186,208
battery,Liniotech Energy Inc.,LNT12K0228UL,208V,Y,Y,N,10.186,208
battery,Lion Energy,#50170167 Sanctuary 8K,208V,Y,Y,Y,7.827,208
battery,Lion Energy,#50170167 Sanctuary 8K,240V,Y,Y,Y,7.898,240
battery,Lion Energy,#50170168,240V,Y,Y,Y,8.084,240
battery,Lion Energy,Lion Hybrid Inverter 12kW,240V,Y,Y,Y,8.084,240
battery,Lion Energy,Sanctuary 3 Inverter 12kW,240V,Y,Y,Y,8.181,240
battery,Lion Energy,Lion Hybrid Inverter 15kW,240V,Y,Y,Y,10.177,240
battery,Lion Energy,Sanctuary 3 Inverter 18kW,240V,Y,Y,Y,12.214,240
battery,Lion Energy,Sanctuary 3 Inverter 24kW,240V,Y,Y,Y,16.199,240
battery,Lite-On Technology Corporation,IN-HP5123US,120V,Y,Y,Y,9.018600000000001,120
battery,Lite-On Technology Corporation,IN-HP5123US,240V,Y,Y,Y,9.018600000000001,240
battery,Lite-On Technology Corporation,IN-HP5113US,240V,Y,Y,N,11.361,240
battery,LS ELECTRIC Co Ltd,LSPB-BB-0150-48-2T,480V,N,Y,Y,151.403,480
battery,LS ELECTRIC Co Ltd,LSPB-BB-0190-60-2T,600V,N,Y,Y,191.856,600
battery,LS ELECTRIC Co Ltd,LSPB-BB-0220-69-2T,690V,N,Y,Y,222.17,690
battery,LS Energy Solutions LLC,PBE-6140-R61-1A0-1000,600V,N,N,Y ,139.449,600
battery,LS Energy Solutions LLC,PBE-5140-R61-1A0-1000,480V,N,N,Y ,140.485,480
battery,"Lunar Energy, Inc.",10-005025,240V,Y,Y,N,9.675,240
battery,MANGO POWER TECH INC.,M Hybrid Inverter 12kW,208V,Y,Y,Y,10.499,208
battery,MANGO POWER TECH INC.,M Hybrid Inverter 12kW,240V,Y,Y,Y,11.933,240
battery,MidNite Power Inc.,MN 15-12KW-AIO,240V,Y,Y,N,10.135,240
battery,MidNite Power Inc.,MN 15-12KW-AIO,208V,Y,Y,N,10.193,208
battery,"MidNite Solar, Inc.",MN 15-12KW-AIO,240V,Y,Y,N,10.135,240
battery,MPP SOLAR INC,LVX 12KW WP,120V,Y,Y,N,9.0186,120
battery,MPP SOLAR INC,LVX 12KW WP,240V,Y,Y,N,9.0186,240
battery,NeoVolta Inc.,NV7600,208V,Y,Y,Y ,7.4473,208
battery,NeoVolta Inc.,NV7600,240V,Y,Y,Y ,7.657,240
battery,NeoVolta Inc.,NV12KAC,240V,Y,Y,Y,12.21352,240
battery,NeoVolta Inc.,NV16KAC,240V,Y,Y,Y,16.199,240
battery,NEXTRACKER LLC,NXPCS800K-HUD,800V,Y,Y,N,801.42,800
battery,NEXTRACKER LLC,NXPCS1670K-HUD,800V,Y,Y,N,1673.4,800
battery,NEXTRACKER LLC,NXPCS3340K-HUD,800V,Y,Y,N,3347.8,800
battery,NEXTRACKER LLC,NXPCS5000K-HUD,800V,Y,Y,N,5004.9,800
battery,Northern Electric & Power Co. Ltd,BDHX-2000T-208,208V,Y,Y,N,2.078,208
battery,Northern Electric & Power Co. Ltd,BDH-8KSP-LB,208V,Y,Y,Y,6.9318,208
battery,Northern Electric & Power Co. Ltd,BDH-8KSP-LB,240V,Y,Y,Y,7.99,240
battery,Northern Electric & Power Co. Ltd,BDH-10KSP-LB,208V,Y,Y,Y,8.671,208
battery,Northern Electric & Power Co. Ltd,BDH-10KSP-LB,240V,Y,Y,Y,9.9914,240
battery,Northern Electric & Power Co. Ltd,BDH-12KSP-LB,208V,Y,Y,Y,11.517,208
battery,Northern Electric & Power Co. Ltd,BDH-12KSP-LB,240V,Y,Y,Y,11.969,240
battery,OutBack Power,FXR3048A,120V,N,N,Y,2.56,120
battery,OutBack Power,VFXR3524A,120V,N,N,Y,2.96,120
battery,OutBack Power,VFXR3648A,120V,N,N,Y,3.037,120
battery,OutBack Power,GS4048A,240V,N,N,Y,3.6,240
battery,OutBack Power,SBX5048-120/240,240V,Y,N,Y,4.985,240
battery,OutBack Power,GS8048A,240V,N,N,Y,7.2,240
battery,OutBack Power,OGHI8048A,240V,N,Y,Y,7.638,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 5KHS/LV,208V,Y,Y,Y,5.02,208
battery,"Oxford Intelligent Energy Co., Ltd.",OE 5KHS/LV,240V,Y,Y,Y,5.04,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 6KHS/LV,208V,Y,Y,Y,6.124,208
battery,"Oxford Intelligent Energy Co., Ltd.",OE 6KHS/LV,240V,Y,Y,Y,6.149,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 7K6HS/LV,240V,Y,Y,Y,7.647,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 7K6HS-T2/LV,240V,Y,Y,Y,7.647,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 7K6HS/LV,208V,Y,Y,Y,7.648,208
battery,"Oxford Intelligent Energy Co., Ltd.",OE 7K6HS-T2/LV,208V,Y,Y,Y,7.648,208
battery,"Oxford Intelligent Energy Co., Ltd.",OE 8KHS/LV,240V,Y,Y,Y,8.047,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 8KHS/LV,208V,Y,Y,Y,8.06,208
battery,"Oxford Intelligent Energy Co., Ltd.",OE 11K4HS/LV,240V,Y,Y,Y,10.14,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 10KHS/LV,240V,Y,Y,Y,10.147,240
battery,"Oxford Intelligent Energy Co., Ltd.",OE 10KHS/LV,208V,Y,Y,Y,10.186,208
battery,"Oxford Intelligent Energy Co., Ltd.",OE 11K4HS/LV,208V,Y,Y,Y,10.186,208
battery,PANASONIC CORPORATION OF NORTH AMERICA,EVHB-I7,240V,Y,Y,Y,7.60819341,240
battery,PhaseGreen Technology Inc.,PhG-P5K0LNA-M,240V,Y,Y,Y,5.0897,240
battery,PhaseGreen Technology Inc.,PhG-P6K0LNA-M,240V,Y,Y,Y,6.117,240
battery,PhaseGreen Technology Inc.,PhG-P7K6LNA-M,240V,Y,Y,Y,7.765,240
battery,PhaseGreen Technology Inc.,PhG-P8K0LNA-M,240V,Y,Y,Y,8.084,240
battery,PhaseGreen Technology Inc.,PhG-P10K0LNA-M,240V,Y,Y,Y,10.177,240
battery,Pika Energy,X7602,240V,Y,N,Y,7.587,240
battery,Pika Energy,X11402,208V,Y,N,Y,11.187,208
battery,PointGuard Energy Inc.,PG Controller 3.8,240V,Y,Y,N,3.843,240
battery,PointGuard Energy Inc.,PG Controller 4.8,240V,Y,Y,N,4.808,240
battery,PointGuard Energy Inc.,PG Controller 5.7,240V,Y,Y,N,5.776,240
battery,PointGuard Energy Inc.,PG Controller 7.6,240V,Y,Y,N,7.689,240
battery,PointGuard Energy Inc.,PG Controller 9.6,240V,Y,Y,N,9.653,240
battery,PointGuard Energy Inc.,PG Controller 11.4,240V,Y,Y,N,11.4601,240
battery,POMCube Inc.,PNZ-10K1N2-NA0,240V,Y,Y,Y,9.92,240
battery,Power Center,Essential Hybrid 5,120V,Y,Y,N,4.7871,120
battery,Power Center,Essential Hybrid 5,240V,Y,Y,N,7.9703,240
battery,Power Center,Flex 10,208V,Y,Y,Y,8.671,208
battery,Power Center,Flex 10,240V,Y,Y,Y,9.9914,240
battery,Power Center,Flex 12,208V,Y,Y,Y,11.517,208
battery,Power Center,Flex 12,240V,Y,Y,Y,11.969,240
battery,Power Center,Max Hybrid 15,208V,Y,Y,N,13.01,208
battery,Power Center,Max Hybrid 15,240V,Y,Y,N,15.04,240
battery,Power Center,Max Hybrid 30 (208V),120V,Y,Y,N,30.025,120
battery,Power Center,Max Hybrid 60,277V,Y,Y,N,60.05,277
battery,Power Electronics,FP3000K3,600V,N,N,Y,3116.969,600
battery,POWER ELECTRONICS,FP3151K,660V,N,N,Y,3145.17,660
battery,Power Electronics,FP3510M3,34500V,N,N,Y,3630.064,34500
battery,Power Electronics,FP3510M2,34500V,N,N,Y,3662.494,34500
battery,Power Electronics,FP4200M,34500V,N,N,Y,4198.71,34500
battery,"Princeton Power Systems, Inc.",GTIB-480-30-WZZZZZZ-G1.3,480V,Y,N,Y,29.444,480
battery,"Princeton Power Systems, Inc.",GTIB-480-30-ZZZZZZ-G1.3,480V,Y,N,Y,29.956,480
battery,"Princeton Power Systems, Inc.",GTIB-480-125XXXXXX-G1.5,480V,Y,N,Y,124.964,480
battery,"Princeton Power Systems, Inc.",GTIB-480-125XXXXXX-W-G1.5,480V,Y,N,Y,124.964,480
battery,Qcells North America,Q.VOLT H3.8SX,240V,Y,Y,Y,3.805,240
battery,Qcells North America,Q.VOLT A3.8SX,240V,N,Y,Y,3.81,240
battery,Qcells North America,Q.VOLT H5.0SX,240V,Y,Y,Y,5.003,240
battery,Qcells North America,Q.VOLT A5.0SX,240V,N,Y,Y,5.03,240
battery,Qcells North America,Q.HOME+ HYB-G1-6.0,240V,Y,Y,Y,5.57,240
battery,Qcells North America,Q.HOME+ AC-G1-6.0,240V,N,Y,Y,5.732,240
battery,Qcells North America,Q.VOLT H6.0SX,240V,Y,Y,Y,6.017,240
battery,Qcells North America,Q.VOLT A6.0SX,240V,N,Y,Y,6.035,240
battery,Qcells North America,Q.HOME+ HYB-G1-7.0,240V,Y,Y,Y,6.666,240
battery,Qcells North America,Q.HOME+ AC-G1-7.0,240V,N,Y,Y,6.68,240
battery,Qcells North America,Q.VOLT H7.6SX,240V,Y,Y,Y,7.593,240
battery,Qcells North America,Q.VOLT A7.6SX,240V,N,Y,Y,7.601,240
battery,Qcells North America,Q.HOME+ HYB-G1-7.6,240V,Y,Y,Y,7.642,240
